series_id,year,period,value,footnote_codes
CUSR0000SA0,1947,M01,21.48,
CUSR0000SA0,1947,M02,21.62,
CUSR0000SA0,1947,M03,22.00,
CUSR0000SA0,1947,M04,22.00,
CUSR0000SA0,1947,M05,21.95,
CUSR0000SA0,1947,M06,22.08,
CUSR0000SA0,1947,M07,22.23,
CUSR0000SA0,1947,M08,22.40,
CUSR0000SA0,1947,M09,22.84,
CUSR0000SA0,1947,M10,22.91,
CUSR0000SA0,1947,M11,23.06,
CUSR0000SA0,1947,M12,23.41,
CUSR0000SA0,1948,M01,23.68,
CUSR0000SA0,1948,M02,23.67,
CUSR0000SA0,1948,M03,23.50,
CUSR0000SA0,1948,M04,23.82,
CUSR0000SA0,1948,M05,24.01,
CUSR0000SA0,1948,M06,24.15,
CUSR0000SA0,1948,M07,24.40,
CUSR0000SA0,1948,M08,24.43,
CUSR0000SA0,1948,M09,24.36,
CUSR0000SA0,1948,M10,24.31,
CUSR0000SA0,1948,M11,24.16,
CUSR0000SA0,1948,M12,24.05,
CUSR0000SA0,1949,M01,24.01,
CUSR0000SA0,1949,M02,23.91,
CUSR0000SA0,1949,M03,23.91,
CUSR0000SA0,1949,M04,23.92,
CUSR0000SA0,1949,M05,23.91,
CUSR0000SA0,1949,M06,23.92,
CUSR0000SA0,1949,M07,23.70,
CUSR0000SA0,1949,M08,23.70,
CUSR0000SA0,1949,M09,23.75,
CUSR0000SA0,1949,M10,23.67,
CUSR0000SA0,1949,M11,23.70,
CUSR0000SA0,1949,M12,23.61,
CUSR0000SA0,1950,M01,23.51,
CUSR0000SA0,1950,M02,23.61,
CUSR0000SA0,1950,M03,23.64,
CUSR0000SA0,1950,M04,23.65,
CUSR0000SA0,1950,M05,23.77,
CUSR0000SA0,1950,M06,23.88,
CUSR0000SA0,1950,M07,24.07,
CUSR0000SA0,1950,M08,24.20,
CUSR0000SA0,1950,M09,24.34,
CUSR0000SA0,1950,M10,24.50,
CUSR0000SA0,1950,M11,24.60,
CUSR0000SA0,1950,M12,24.98,
CUSR0000SA0,1951,M01,25.38,
CUSR0000SA0,1951,M02,25.83,
CUSR0000SA0,1951,M03,25.88,
CUSR0000SA0,1951,M04,25.92,
CUSR0000SA0,1951,M05,25.99,
CUSR0000SA0,1951,M06,25.93,
CUSR0000SA0,1951,M07,25.91,
CUSR0000SA0,1951,M08,25.86,
CUSR0000SA0,1951,M09,26.03,
CUSR0000SA0,1951,M10,26.16,
CUSR0000SA0,1951,M11,26.32,
CUSR0000SA0,1951,M12,26.47,
CUSR0000SA0,1952,M01,26.45,
CUSR0000SA0,1952,M02,26.41,
CUSR0000SA0,1952,M03,26.39,
CUSR0000SA0,1952,M04,26.46,
CUSR0000SA0,1952,M05,26.47,
CUSR0000SA0,1952,M06,26.53,
CUSR0000SA0,1952,M07,26.68,
CUSR0000SA0,1952,M08,26.69,
CUSR0000SA0,1952,M09,26.63,
CUSR0000SA0,1952,M10,26.69,
CUSR0000SA0,1952,M11,26.69,
CUSR0000SA0,1952,M12,26.71,
CUSR0000SA0,1953,M01,26.64,
CUSR0000SA0,1953,M02,26.59,
CUSR0000SA0,1953,M03,26.63,
CUSR0000SA0,1953,M04,26.69,
CUSR0000SA0,1953,M05,26.70,
CUSR0000SA0,1953,M06,26.77,
CUSR0000SA0,1953,M07,26.79,
CUSR0000SA0,1953,M08,26.85,
CUSR0000SA0,1953,M09,26.89,
CUSR0000SA0,1953,M10,26.95,
CUSR0000SA0,1953,M11,26.85,
CUSR0000SA0,1953,M12,26.87,
CUSR0000SA0,1954,M01,26.94,
CUSR0000SA0,1954,M02,26.99,
CUSR0000SA0,1954,M03,26.93,
CUSR0000SA0,1954,M04,26.86,
CUSR0000SA0,1954,M05,26.93,
CUSR0000SA0,1954,M06,26.94,
CUSR0000SA0,1954,M07,26.86,
CUSR0000SA0,1954,M08,26.85,
CUSR0000SA0,1954,M09,26.81,
CUSR0000SA0,1954,M10,26.72,
CUSR0000SA0,1954,M11,26.78,
CUSR0000SA0,1954,M12,26.77,
CUSR0000SA0,1955,M01,26.77,
CUSR0000SA0,1955,M02,26.82,
CUSR0000SA0,1955,M03,26.79,
CUSR0000SA0,1955,M04,26.79,
CUSR0000SA0,1955,M05,26.77,
CUSR0000SA0,1955,M06,26.71,
CUSR0000SA0,1955,M07,26.76,
CUSR0000SA0,1955,M08,26.72,
CUSR0000SA0,1955,M09,26.85,
CUSR0000SA0,1955,M10,26.82,
CUSR0000SA0,1955,M11,26.88,
CUSR0000SA0,1955,M12,26.87,
CUSR0000SA0,1956,M01,26.83,
CUSR0000SA0,1956,M02,26.86,
CUSR0000SA0,1956,M03,26.89,
CUSR0000SA0,1956,M04,26.93,
CUSR0000SA0,1956,M05,27.03,
CUSR0000SA0,1956,M06,27.15,
CUSR0000SA0,1956,M07,27.29,
CUSR0000SA0,1956,M08,27.31,
CUSR0000SA0,1956,M09,27.35,
CUSR0000SA0,1956,M10,27.51,
CUSR0000SA0,1956,M11,27.51,
CUSR0000SA0,1956,M12,27.63,
CUSR0000SA0,1957,M01,27.67,
CUSR0000SA0,1957,M02,27.80,
CUSR0000SA0,1957,M03,27.86,
CUSR0000SA0,1957,M04,27.93,
CUSR0000SA0,1957,M05,28.00,
CUSR0000SA0,1957,M06,28.11,
CUSR0000SA0,1957,M07,28.19,
CUSR0000SA0,1957,M08,28.28,
CUSR0000SA0,1957,M09,28.32,
CUSR0000SA0,1957,M10,28.32,
CUSR0000SA0,1957,M11,28.41,
CUSR0000SA0,1957,M12,28.47,
CUSR0000SA0,1958,M01,28.64,
CUSR0000SA0,1958,M02,28.70,
CUSR0000SA0,1958,M03,28.87,
CUSR0000SA0,1958,M04,28.94,
CUSR0000SA0,1958,M05,28.94,
CUSR0000SA0,1958,M06,28.91,
CUSR0000SA0,1958,M07,28.89,
CUSR0000SA0,1958,M08,28.94,
CUSR0000SA0,1958,M09,28.91,
CUSR0000SA0,1958,M10,28.91,
CUSR0000SA0,1958,M11,28.95,
CUSR0000SA0,1958,M12,28.97,
CUSR0000SA0,1959,M01,29.01,
CUSR0000SA0,1959,M02,29.00,
CUSR0000SA0,1959,M03,28.97,
CUSR0000SA0,1959,M04,28.98,
CUSR0000SA0,1959,M05,29.04,
CUSR0000SA0,1959,M06,29.11,
CUSR0000SA0,1959,M07,29.15,
CUSR0000SA0,1959,M08,29.18,
CUSR0000SA0,1959,M09,29.25,
CUSR0000SA0,1959,M10,29.35,
CUSR0000SA0,1959,M11,29.35,
CUSR0000SA0,1959,M12,29.41,
CUSR0000SA0,1960,M01,29.37,
CUSR0000SA0,1960,M02,29.41,
CUSR0000SA0,1960,M03,29.41,
CUSR0000SA0,1960,M04,29.54,
CUSR0000SA0,1960,M05,29.57,
CUSR0000SA0,1960,M06,29.61,
CUSR0000SA0,1960,M07,29.55,
CUSR0000SA0,1960,M08,29.61,
CUSR0000SA0,1960,M09,29.61,
CUSR0000SA0,1960,M10,29.75,
CUSR0000SA0,1960,M11,29.78,
CUSR0000SA0,1960,M12,29.81,
CUSR0000SA0,1961,M01,29.84,
CUSR0000SA0,1961,M02,29.84,
CUSR0000SA0,1961,M03,29.84,
CUSR0000SA0,1961,M04,29.81,
CUSR0000SA0,1961,M05,29.84,
CUSR0000SA0,1961,M06,29.84,
CUSR0000SA0,1961,M07,29.92,
CUSR0000SA0,1961,M08,29.94,
CUSR0000SA0,1961,M09,29.98,
CUSR0000SA0,1961,M10,29.98,
CUSR0000SA0,1961,M11,29.98,
CUSR0000SA0,1961,M12,30.01,
CUSR0000SA0,1962,M01,30.04,
CUSR0000SA0,1962,M02,30.11,
CUSR0000SA0,1962,M03,30.17,
CUSR0000SA0,1962,M04,30.21,
CUSR0000SA0,1962,M05,30.24,
CUSR0000SA0,1962,M06,30.21,
CUSR0000SA0,1962,M07,30.22,
CUSR0000SA0,1962,M08,30.28,
CUSR0000SA0,1962,M09,30.42,
CUSR0000SA0,1962,M10,30.38,
CUSR0000SA0,1962,M11,30.38,
CUSR0000SA0,1962,M12,30.38,
CUSR0000SA0,1963,M01,30.44,
CUSR0000SA0,1963,M02,30.48,
CUSR0000SA0,1963,M03,30.51,
CUSR0000SA0,1963,M04,30.48,
CUSR0000SA0,1963,M05,30.51,
CUSR0000SA0,1963,M06,30.61,
CUSR0000SA0,1963,M07,30.69,
CUSR0000SA0,1963,M08,30.75,
CUSR0000SA0,1963,M09,30.72,
CUSR0000SA0,1963,M10,30.75,
CUSR0000SA0,1963,M11,30.78,
CUSR0000SA0,1963,M12,30.88,
CUSR0000SA0,1964,M01,30.94,
CUSR0000SA0,1964,M02,30.91,
CUSR0000SA0,1964,M03,30.94,
CUSR0000SA0,1964,M04,30.95,
CUSR0000SA0,1964,M05,30.98,
CUSR0000SA0,1964,M06,31.01,
CUSR0000SA0,1964,M07,31.02,
CUSR0000SA0,1964,M08,31.05,
CUSR0000SA0,1964,M09,31.08,
CUSR0000SA0,1964,M10,31.12,
CUSR0000SA0,1964,M11,31.21,
CUSR0000SA0,1964,M12,31.25,
CUSR0000SA0,1965,M01,31.28,
CUSR0000SA0,1965,M02,31.28,
CUSR0000SA0,1965,M03,31.31,
CUSR0000SA0,1965,M04,31.38,
CUSR0000SA0,1965,M05,31.48,
CUSR0000SA0,1965,M06,31.61,
CUSR0000SA0,1965,M07,31.58,
CUSR0000SA0,1965,M08,31.55,
CUSR0000SA0,1965,M09,31.62,
CUSR0000SA0,1965,M10,31.65,
CUSR0000SA0,1965,M11,31.75,
CUSR0000SA0,1965,M12,31.85,
CUSR0000SA0,1966,M01,31.88,
CUSR0000SA0,1966,M02,32.08,
CUSR0000SA0,1966,M03,32.18,
CUSR0000SA0,1966,M04,32.28,
CUSR0000SA0,1966,M05,32.35,
CUSR0000SA0,1966,M06,32.38,
CUSR0000SA0,1966,M07,32.45,
CUSR0000SA0,1966,M08,32.65,
CUSR0000SA0,1966,M09,32.75,
CUSR0000SA0,1966,M10,32.85,
CUSR0000SA0,1966,M11,32.88,
CUSR0000SA0,1966,M12,32.92,
CUSR0000SA0,1967,M01,32.90,
CUSR0000SA0,1967,M02,33.00,
CUSR0000SA0,1967,M03,33.00,
CUSR0000SA0,1967,M04,33.10,
CUSR0000SA0,1967,M05,33.10,
CUSR0000SA0,1967,M06,33.30,
CUSR0000SA0,1967,M07,33.40,
CUSR0000SA0,1967,M08,33.50,
CUSR0000SA0,1967,M09,33.60,
CUSR0000SA0,1967,M10,33.70,
CUSR0000SA0,1967,M11,33.90,
CUSR0000SA0,1967,M12,34.00,
CUSR0000SA0,1968,M01,34.10,
CUSR0000SA0,1968,M02,34.20,
CUSR0000SA0,1968,M03,34.30,
CUSR0000SA0,1968,M04,34.40,
CUSR0000SA0,1968,M05,34.50,
CUSR0000SA0,1968,M06,34.70,
CUSR0000SA0,1968,M07,34.90,
CUSR0000SA0,1968,M08,35.00,
CUSR0000SA0,1968,M09,35.10,
CUSR0000SA0,1968,M10,35.30,
CUSR0000SA0,1968,M11,35.40,
CUSR0000SA0,1968,M12,35.60,
CUSR0000SA0,1969,M01,35.70,
CUSR0000SA0,1969,M02,35.80,
CUSR0000SA0,1969,M03,36.10,
CUSR0000SA0,1969,M04,36.30,
CUSR0000SA0,1969,M05,36.40,
CUSR0000SA0,1969,M06,36.60,
CUSR0000SA0,1969,M07,36.80,
CUSR0000SA0,1969,M08,36.90,
CUSR0000SA0,1969,M09,37.10,
CUSR0000SA0,1969,M10,37.30,
CUSR0000SA0,1969,M11,37.50,
CUSR0000SA0,1969,M12,37.70,
CUSR0000SA0,1970,M01,37.90,
CUSR0000SA0,1970,M02,38.10,
CUSR0000SA0,1970,M03,38.30,
CUSR0000SA0,1970,M04,38.50,
CUSR0000SA0,1970,M05,38.60,
CUSR0000SA0,1970,M06,38.80,
CUSR0000SA0,1970,M07,38.90,
CUSR0000SA0,1970,M08,39.00,
CUSR0000SA0,1970,M09,39.20,
CUSR0000SA0,1970,M10,39.40,
CUSR0000SA0,1970,M11,39.60,
CUSR0000SA0,1970,M12,39.80,
CUSR0000SA0,1971,M01,39.90,
CUSR0000SA0,1971,M02,39.90,
CUSR0000SA0,1971,M03,40.00,
CUSR0000SA0,1971,M04,40.10,
CUSR0000SA0,1971,M05,40.30,
CUSR0000SA0,1971,M06,40.50,
CUSR0000SA0,1971,M07,40.60,
CUSR0000SA0,1971,M08,40.70,
CUSR0000SA0,1971,M09,40.80,
CUSR0000SA0,1971,M10,40.90,
CUSR0000SA0,1971,M11,41.00,
CUSR0000SA0,1971,M12,41.10,
CUSR0000SA0,1972,M01,41.20,
CUSR0000SA0,1972,M02,41.40,
CUSR0000SA0,1972,M03,41.40,
CUSR0000SA0,1972,M04,41.50,
CUSR0000SA0,1972,M05,41.60,
CUSR0000SA0,1972,M06,41.70,
CUSR0000SA0,1972,M07,41.80,
CUSR0000SA0,1972,M08,41.90,
CUSR0000SA0,1972,M09,42.10,
CUSR0000SA0,1972,M10,42.20,
CUSR0000SA0,1972,M11,42.40,
CUSR0000SA0,1972,M12,42.50,
CUSR0000SA0,1973,M01,42.70,
CUSR0000SA0,1973,M02,43.00,
CUSR0000SA0,1973,M03,43.40,
CUSR0000SA0,1973,M04,43.70,
CUSR0000SA0,1973,M05,43.90,
CUSR0000SA0,1973,M06,44.20,
CUSR0000SA0,1973,M07,44.20,
CUSR0000SA0,1973,M08,45.00,
CUSR0000SA0,1973,M09,45.20,
CUSR0000SA0,1973,M10,45.60,
CUSR0000SA0,1973,M11,45.90,
CUSR0000SA0,1973,M12,46.30,
CUSR0000SA0,1974,M01,46.80,
CUSR0000SA0,1974,M02,47.30,
CUSR0000SA0,1974,M03,47.80,
CUSR0000SA0,1974,M04,48.10,
CUSR0000SA0,1974,M05,48.60,
CUSR0000SA0,1974,M06,49.00,
CUSR0000SA0,1974,M07,49.30,
CUSR0000SA0,1974,M08,49.90,
CUSR0000SA0,1974,M09,50.60,
CUSR0000SA0,1974,M10,51.00,
CUSR0000SA0,1974,M11,51.50,
CUSR0000SA0,1974,M12,51.90,
CUSR0000SA0,1975,M01,52.30,
CUSR0000SA0,1975,M02,52.60,
CUSR0000SA0,1975,M03,52.80,
CUSR0000SA0,1975,M04,53.00,
CUSR0000SA0,1975,M05,53.10,
CUSR0000SA0,1975,M06,53.50,
CUSR0000SA0,1975,M07,54.00,
CUSR0000SA0,1975,M08,54.20,
CUSR0000SA0,1975,M09,54.60,
CUSR0000SA0,1975,M10,54.90,
CUSR0000SA0,1975,M11,55.30,
CUSR0000SA0,1975,M12,55.60,
CUSR0000SA0,1976,M01,55.80,
CUSR0000SA0,1976,M02,55.90,
CUSR0000SA0,1976,M03,56.00,
CUSR0000SA0,1976,M04,56.10,
CUSR0000SA0,1976,M05,56.40,
CUSR0000SA0,1976,M06,56.70,
CUSR0000SA0,1976,M07,57.00,
CUSR0000SA0,1976,M08,57.30,
CUSR0000SA0,1976,M09,57.60,
CUSR0000SA0,1976,M10,57.90,
CUSR0000SA0,1976,M11,58.10,
CUSR0000SA0,1976,M12,58.40,
CUSR0000SA0,1977,M01,58.70,
CUSR0000SA0,1977,M02,59.30,
CUSR0000SA0,1977,M03,59.60,
CUSR0000SA0,1977,M04,60.00,
CUSR0000SA0,1977,M05,60.20,
CUSR0000SA0,1977,M06,60.50,
CUSR0000SA0,1977,M07,60.80,
CUSR0000SA0,1977,M08,61.10,
CUSR0000SA0,1977,M09,61.30,
CUSR0000SA0,1977,M10,61.60,
CUSR0000SA0,1977,M11,62.00,
CUSR0000SA0,1977,M12,62.30,
CUSR0000SA0,1978,M01,62.70,
CUSR0000SA0,1978,M02,63.00,
CUSR0000SA0,1978,M03,63.40,
CUSR0000SA0,1978,M04,63.90,
CUSR0000SA0,1978,M05,64.50,
CUSR0000SA0,1978,M06,65.00,
CUSR0000SA0,1978,M07,65.50,
CUSR0000SA0,1978,M08,65.90,
CUSR0000SA0,1978,M09,66.50,
CUSR0000SA0,1978,M10,67.10,
CUSR0000SA0,1978,M11,67.50,
CUSR0000SA0,1978,M12,67.90,
CUSR0000SA0,1979,M01,68.50,
CUSR0000SA0,1979,M02,69.20,
CUSR0000SA0,1979,M03,69.90,
CUSR0000SA0,1979,M04,70.60,
CUSR0000SA0,1979,M05,71.40,
CUSR0000SA0,1979,M06,72.20,
CUSR0000SA0,1979,M07,73.00,
CUSR0000SA0,1979,M08,73.70,
CUSR0000SA0,1979,M09,74.40,
CUSR0000SA0,1979,M10,75.20,
CUSR0000SA0,1979,M11,76.00,
CUSR0000SA0,1979,M12,76.90,
CUSR0000SA0,1980,M01,78.00,
CUSR0000SA0,1980,M02,79.00,
CUSR0000SA0,1980,M03,80.10,
CUSR0000SA0,1980,M04,80.90,
CUSR0000SA0,1980,M05,81.70,
CUSR0000SA0,1980,M06,82.50,
CUSR0000SA0,1980,M07,82.60,
CUSR0000SA0,1980,M08,83.20,
CUSR0000SA0,1980,M09,83.90,
CUSR0000SA0,1980,M10,84.70,
CUSR0000SA0,1980,M11,85.60,
CUSR0000SA0,1980,M12,86.40,
CUSR0000SA0,1981,M01,87.20,
CUSR0000SA0,1981,M02,88.00,
CUSR0000SA0,1981,M03,88.60,
CUSR0000SA0,1981,M04,89.10,
CUSR0000SA0,1981,M05,89.70,
CUSR0000SA0,1981,M06,90.50,
CUSR0000SA0,1981,M07,91.50,
CUSR0000SA0,1981,M08,92.20,
CUSR0000SA0,1981,M09,93.10,
CUSR0000SA0,1981,M10,93.40,
CUSR0000SA0,1981,M11,93.80,
CUSR0000SA0,1981,M12,94.10,
CUSR0000SA0,1982,M01,94.40,
CUSR0000SA0,1982,M02,94.70,
CUSR0000SA0,1982,M03,94.70,
CUSR0000SA0,1982,M04,95.00,
CUSR0000SA0,1982,M05,95.90,
CUSR0000SA0,1982,M06,97.00,
CUSR0000SA0,1982,M07,97.50,
CUSR0000SA0,1982,M08,97.70,
CUSR0000SA0,1982,M09,97.70,
CUSR0000SA0,1982,M10,98.10,
CUSR0000SA0,1982,M11,98.00,
CUSR0000SA0,1982,M12,97.70,
CUSR0000SA0,1983,M01,97.90,
CUSR0000SA0,1983,M02,98.00,
CUSR0000SA0,1983,M03,98.10,
CUSR0000SA0,1983,M04,98.80,
CUSR0000SA0,1983,M05,99.20,
CUSR0000SA0,1983,M06,99.40,
CUSR0000SA0,1983,M07,99.80,
CUSR0000SA0,1983,M08,100.10,
CUSR0000SA0,1983,M09,100.40,
CUSR0000SA0,1983,M10,100.80,
CUSR0000SA0,1983,M11,101.10,
CUSR0000SA0,1983,M12,101.40,
CUSR0000SA0,1984,M01,102.10,
CUSR0000SA0,1984,M02,102.60,
CUSR0000SA0,1984,M03,102.90,
CUSR0000SA0,1984,M04,103.30,
CUSR0000SA0,1984,M05,103.50,
CUSR0000SA0,1984,M06,103.70,
CUSR0000SA0,1984,M07,104.10,
CUSR0000SA0,1984,M08,104.40,
CUSR0000SA0,1984,M09,104.70,
CUSR0000SA0,1984,M10,105.10,
CUSR0000SA0,1984,M11,105.30,
CUSR0000SA0,1984,M12,105.50,
CUSR0000SA0,1985,M01,105.70,
CUSR0000SA0,1985,M02,106.30,
CUSR0000SA0,1985,M03,106.80,
CUSR0000SA0,1985,M04,107.00,
CUSR0000SA0,1985,M05,107.20,
CUSR0000SA0,1985,M06,107.50,
CUSR0000SA0,1985,M07,107.70,
CUSR0000SA0,1985,M08,107.90,
CUSR0000SA0,1985,M09,108.10,
CUSR0000SA0,1985,M10,108.50,
CUSR0000SA0,1985,M11,109.00,
CUSR0000SA0,1985,M12,109.50,
CUSR0000SA0,1986,M01,109.90,
CUSR0000SA0,1986,M02,109.70,
CUSR0000SA0,1986,M03,109.10,
CUSR0000SA0,1986,M04,108.70,
CUSR0000SA0,1986,M05,109.00,
CUSR0000SA0,1986,M06,109.40,
CUSR0000SA0,1986,M07,109.50,
CUSR0000SA0,1986,M08,109.60,
CUSR0000SA0,1986,M09,110.00,
CUSR0000SA0,1986,M10,110.20,
CUSR0000SA0,1986,M11,110.40,
CUSR0000SA0,1986,M12,110.80,
CUSR0000SA0,1987,M01,111.40,
CUSR0000SA0,1987,M02,111.80,
CUSR0000SA0,1987,M03,112.20,
CUSR0000SA0,1987,M04,112.70,
CUSR0000SA0,1987,M05,113.00,
CUSR0000SA0,1987,M06,113.50,
CUSR0000SA0,1987,M07,113.80,
CUSR0000SA0,1987,M08,114.30,
CUSR0000SA0,1987,M09,114.70,
CUSR0000SA0,1987,M10,115.00,
CUSR0000SA0,1987,M11,115.40,
CUSR0000SA0,1987,M12,115.60,
CUSR0000SA0,1988,M01,116.00,
CUSR0000SA0,1988,M02,116.20,
CUSR0000SA0,1988,M03,116.50,
CUSR0000SA0,1988,M04,117.20,
CUSR0000SA0,1988,M05,117.50,
CUSR0000SA0,1988,M06,118.00,
CUSR0000SA0,1988,M07,118.50,
CUSR0000SA0,1988,M08,119.00,
CUSR0000SA0,1988,M09,119.50,
CUSR0000SA0,1988,M10,119.90,
CUSR0000SA0,1988,M11,120.30,
CUSR0000SA0,1988,M12,120.70,
CUSR0000SA0,1989,M01,121.20,
CUSR0000SA0,1989,M02,121.60,
CUSR0000SA0,1989,M03,122.20,
CUSR0000SA0,1989,M04,123.10,
CUSR0000SA0,1989,M05,123.70,
CUSR0000SA0,1989,M06,124.10,
CUSR0000SA0,1989,M07,124.50,
CUSR0000SA0,1989,M08,124.50,
CUSR0000SA0,1989,M09,124.80,
CUSR0000SA0,1989,M10,125.40,
CUSR0000SA0,1989,M11,125.90,
CUSR0000SA0,1989,M12,126.30,
CUSR0000SA0,1990,M01,127.50,
CUSR0000SA0,1990,M02,128.00,
CUSR0000SA0,1990,M03,128.60,
CUSR0000SA0,1990,M04,128.90,
CUSR0000SA0,1990,M05,129.10,
CUSR0000SA0,1990,M06,129.90,
CUSR0000SA0,1990,M07,130.50,
CUSR0000SA0,1990,M08,131.60,
CUSR0000SA0,1990,M09,132.50,
CUSR0000SA0,1990,M10,133.40,
CUSR0000SA0,1990,M11,133.70,
CUSR0000SA0,1990,M12,134.20,
CUSR0000SA0,1991,M01,134.70,
CUSR0000SA0,1991,M02,134.80,
CUSR0000SA0,1991,M03,134.80,
CUSR0000SA0,1991,M04,135.10,
CUSR0000SA0,1991,M05,135.60,
CUSR0000SA0,1991,M06,136.00,
CUSR0000SA0,1991,M07,136.20,
CUSR0000SA0,1991,M08,136.60,
CUSR0000SA0,1991,M09,137.00,
CUSR0000SA0,1991,M10,137.20,
CUSR0000SA0,1991,M11,137.80,
CUSR0000SA0,1991,M12,138.20,
CUSR0000SA0,1992,M01,138.30,
CUSR0000SA0,1992,M02,138.60,
CUSR0000SA0,1992,M03,139.10,
CUSR0000SA0,1992,M04,139.40,
CUSR0000SA0,1992,M05,139.70,
CUSR0000SA0,1992,M06,140.10,
CUSR0000SA0,1992,M07,140.50,
CUSR0000SA0,1992,M08,140.80,
CUSR0000SA0,1992,M09,141.10,
CUSR0000SA0,1992,M10,141.70,
CUSR0000SA0,1992,M11,142.10,
CUSR0000SA0,1992,M12,142.30,
CUSR0000SA0,1993,M01,142.80,
CUSR0000SA0,1993,M02,143.10,
CUSR0000SA0,1993,M03,143.30,
CUSR0000SA0,1993,M04,143.80,
CUSR0000SA0,1993,M05,144.20,
CUSR0000SA0,1993,M06,144.30,
CUSR0000SA0,1993,M07,144.50,
CUSR0000SA0,1993,M08,144.80,
CUSR0000SA0,1993,M09,145.00,
CUSR0000SA0,1993,M10,145.60,
CUSR0000SA0,1993,M11,146.00,
CUSR0000SA0,1993,M12,146.30,
CUSR0000SA0,1994,M01,146.30,
CUSR0000SA0,1994,M02,146.70,
CUSR0000SA0,1994,M03,147.10,
CUSR0000SA0,1994,M04,147.20,
CUSR0000SA0,1994,M05,147.50,
CUSR0000SA0,1994,M06,147.90,
CUSR0000SA0,1994,M07,148.40,
CUSR0000SA0,1994,M08,149.00,
CUSR0000SA0,1994,M09,149.30,
CUSR0000SA0,1994,M10,149.40,
CUSR0000SA0,1994,M11,149.80,
CUSR0000SA0,1994,M12,150.10,
CUSR0000SA0,1995,M01,150.50,
CUSR0000SA0,1995,M02,150.90,
CUSR0000SA0,1995,M03,151.20,
CUSR0000SA0,1995,M04,151.80,
CUSR0000SA0,1995,M05,152.10,
CUSR0000SA0,1995,M06,152.40,
CUSR0000SA0,1995,M07,152.60,
CUSR0000SA0,1995,M08,152.90,
CUSR0000SA0,1995,M09,153.10,
CUSR0000SA0,1995,M10,153.50,
CUSR0000SA0,1995,M11,153.70,
CUSR0000SA0,1995,M12,153.90,
CUSR0000SA0,1996,M01,154.70,
CUSR0000SA0,1996,M02,155.00,
CUSR0000SA0,1996,M03,155.50,
CUSR0000SA0,1996,M04,156.10,
CUSR0000SA0,1996,M05,156.40,
CUSR0000SA0,1996,M06,156.70,
CUSR0000SA0,1996,M07,157.00,
CUSR0000SA0,1996,M08,157.20,
CUSR0000SA0,1996,M09,157.70,
CUSR0000SA0,1996,M10,158.20,
CUSR0000SA0,1996,M11,158.70,
CUSR0000SA0,1996,M12,159.10,
CUSR0000SA0,1997,M01,159.40,
CUSR0000SA0,1997,M02,159.70,
CUSR0000SA0,1997,M03,159.80,
CUSR0000SA0,1997,M04,159.90,
CUSR0000SA0,1997,M05,159.90,
CUSR0000SA0,1997,M06,160.20,
CUSR0000SA0,1997,M07,160.40,
CUSR0000SA0,1997,M08,160.80,
CUSR0000SA0,1997,M09,161.20,
CUSR0000SA0,1997,M10,161.50,
CUSR0000SA0,1997,M11,161.70,
CUSR0000SA0,1997,M12,161.80,
CUSR0000SA0,1998,M01,162.00,
CUSR0000SA0,1998,M02,162.00,
CUSR0000SA0,1998,M03,162.00,
CUSR0000SA0,1998,M04,162.20,
CUSR0000SA0,1998,M05,162.60,
CUSR0000SA0,1998,M06,162.80,
CUSR0000SA0,1998,M07,163.20,
CUSR0000SA0,1998,M08,163.40,
CUSR0000SA0,1998,M09,163.50,
CUSR0000SA0,1998,M10,163.90,
CUSR0000SA0,1998,M11,164.10,
CUSR0000SA0,1998,M12,164.40,
CUSR0000SA0,1999,M01,164.70,
CUSR0000SA0,1999,M02,164.70,
CUSR0000SA0,1999,M03,164.80,
CUSR0000SA0,1999,M04,165.90,
CUSR0000SA0,1999,M05,166.00,
CUSR0000SA0,1999,M06,166.00,
CUSR0000SA0,1999,M07,166.70,
CUSR0000SA0,1999,M08,167.10,
CUSR0000SA0,1999,M09,167.80,
CUSR0000SA0,1999,M10,168.10,
CUSR0000SA0,1999,M11,168.40,
CUSR0000SA0,1999,M12,168.80,
CUSR0000SA0,2000,M01,169.30,
CUSR0000SA0,2000,M02,170.00,
CUSR0000SA0,2000,M03,171.00,
CUSR0000SA0,2000,M04,170.90,
CUSR0000SA0,2000,M05,171.20,
CUSR0000SA0,2000,M06,172.20,
CUSR0000SA0,2000,M07,172.70,
CUSR0000SA0,2000,M08,172.70,
CUSR0000SA0,2000,M09,173.60,
CUSR0000SA0,2000,M10,173.90,
CUSR0000SA0,2000,M11,174.20,
CUSR0000SA0,2000,M12,174.60,
CUSR0000SA0,2001,M01,175.60,
CUSR0000SA0,2001,M02,176.00,
CUSR0000SA0,2001,M03,176.10,
CUSR0000SA0,2001,M04,176.40,
CUSR0000SA0,2001,M05,177.30,
CUSR0000SA0,2001,M06,177.70,
CUSR0000SA0,2001,M07,177.40,
CUSR0000SA0,2001,M08,177.40,
CUSR0000SA0,2001,M09,178.10,
CUSR0000SA0,2001,M10,177.60,
CUSR0000SA0,2001,M11,177.50,
CUSR0000SA0,2001,M12,177.40,
CUSR0000SA0,2002,M01,177.7,
CUSR0000SA0,2002,M02,178.0,
CUSR0000SA0,2002,M03,178.5,
CUSR0000SA0,2002,M04,179.3,
CUSR0000SA0,2002,M05,179.5,
